,id,text,created_at,user,username,user_id,user_location,user_followers,user_following,user_verified,user_tweets_count,user_created_at
0,1540547561601511424,RT @Coredao_Org: Bitcoin will play a very important role in the societal structure of this digital city. People know that Bitcoin is not on…,Sat Jun 25 04:08:55 +0000 2022,진우태,jinwootae2412,1388363038697295876,,15,183,False,401,Sat May 01 05:22:28 +0000 2021
1,1540547560351453184,RT @BigSeanHarris: The correct method to smash buy #bitcoin when it dips 😂   https://t.co/AJxE4jiEUF,Sat Jun 25 04:08:55 +0000 2022,Sandy Davis,DmanCrypto86,1377985407376367619,"Fayetteville, NC",6,34,False,12,Fri Apr 02 14:05:36 +0000 2021
2,1540547555821760512,@RicherDadBlog Mr Bitcoin,Sat Jun 25 04:08:53 +0000 2022,tweety Bird,tweetyB98517943,979321056560168960,,11,130,False,4763,Thu Mar 29 11:35:09 +0000 2018
3,1540547554013696000,RT @turaxtoken: Take part info  our #Airdrop  Our listing iş coming soon. In July! Get ahead of everyone and earn some tokens. #Turax #Cryp…,Sat Jun 25 04:08:53 +0000 2022,EM 🌱🚀,kxjen016,1343064293198065664,Manifesting;,117,4332,False,71662,Sun Dec 27 05:21:04 +0000 2020
4,1540547553011302400,"RT @simplykashif: Many believe that Bitcoin is valuable because it has a limited supply of 21 million.  No, that does not make Bitcoin valu…",Sat Jun 25 04:08:53 +0000 2022,Asharib Ali,Asharib_4,1483781769727987713,,1840,194,False,8479,Wed Jan 19 12:42:08 +0000 2022
5,1540547548800221184,"RT @avalancheavax: Good Bridging 🔺  Now that the Avalanche Bridge has added native support for Bitcoin, this technical overview breaks down…",Sat Jun 25 04:08:52 +0000 2022,Star_Hamzat🔺,Hamzatgodfirst,125518002,Apomu,453,290,False,1798,Tue Mar 23 01:58:00 +0000 2010
6,1540547533021274112,@zekekyle76 @Daniell71251047 @cameron You can’t kill something that’s not alive buddy,Sat Jun 25 04:08:48 +0000 2022,Harry Potter,Bitcoin_Potter,1363199891745497090,Hogwarts,246,695,False,3083,Sat Feb 20 18:52:45 +0000 2021
7,1540547530215358465,RT @CryptoWhale: BREAKING: Iran announces they’re restricting #Bitcoin mining by cutting off electricity amid high energy consumption.   El…,Sat Jun 25 04:08:47 +0000 2022,SAUVANET🇫🇷🇺🇦 перемога для України !🇺🇦🇫🇷,SAUVANE83406542,1332933508893868032,,30,396,False,4758,Sun Nov 29 06:29:06 +0000 2020
8,1540547522367819776,RT @sunnydecree: The #Bitcoin network is the world’s most powerful lie detector. No wonder banks hate it.,Sat Jun 25 04:08:45 +0000 2022,*NormalGamer*,ng_480,3436343369,,1795,5000,False,135121,Sun Aug 23 05:05:37 +0000 2015
9,1540547513215860737,"@CryptoWhale If you listened ten years ago and you bought bitcoin at $8 and HODL’d, then the recent drop to $21,000… https://t.co/edMUgCvw28",Sat Jun 25 04:08:43 +0000 2022,Orod57,pampit57,1508638091963154432,"Miami, FL",78,181,False,525,Tue Mar 29 02:52:17 +0000 2022
10,1540547511646969856,RT @SocialGood_Inc: 🏖️ Win $100 in $BTC 🏖️ Follow   RT this for a chance to win a cool $100 worth of #Bitcoin !! 🤩 We'll tag the lucky 32nd…,Sat Jun 25 04:08:43 +0000 2022,Ilaas,Ilaas91,1496168699589316611,,46,515,False,1063,Tue Feb 22 17:03:19 +0000 2022
11,1540547506144256001,RT @BTC_Archive: #Bitcoin HODLers 💪 https://t.co/l2o7dZkMgY,Sat Jun 25 04:08:42 +0000 2022,Ismael Larin ⚡₿,Eliezer_Larin,334284865,San Salvador,184,471,False,4638,Tue Jul 12 21:18:33 +0000 2011
